timestamp_start,timestamp_end,database,test_type,scale,simultaneity,threads,total_time,tps,qps,lat_min,lat_avg,lat_max,lat_95th
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_1,baixa,paralelo,50,0,601,12020,1814.17,5226.77,17495.84,8484.79
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_2,baixa,paralelo,50,0,587,11740,1439.53,5316.58,18826.18,8638.96
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_3,baixa,paralelo,50,0,569,11380,2116.03,5517.45,18041.24,9284.15
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_4,baixa,paralelo,50,0,537,10740,2565.19,5856.92,20435.96,10917.50
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_5,baixa,paralelo,50,0,567,11340,2222.59,5524.91,19250.78,9452.83
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_10,baixa,paralelo,50,0,15192,15192,14.31,197.88,696.44,337.94
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_1,baixa,paralelo,50,0,15181,15181,21.89,198.04,717.77,337.94
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_2,baixa,paralelo,50,0,15236,15236,17.24,197.08,662.58,337.94
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_3,baixa,paralelo,50,0,15073,15073,23.16,199.38,899.05,344.08
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_4,baixa,paralelo,50,0,15183,15183,8.78,198.01,686.10,337.94
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_5,baixa,paralelo,50,0,15223,15223,22.24,197.46,691.91,337.94
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_6,baixa,paralelo,50,0,15165,15165,11.53,198.22,850.87,337.94
